time_casa;time_visitante;total_gols_casa;total_gols_visitante;total_gols_jogo;total_escanteios_casa;total_escanteios_visitante;total_cartoes_amarelos_casa;total_cartoes_vermelhos_casa;total_cartoes_amarelos_visitante;total_cartoes_vermelhos_visitante;chutes_casa;chutes_visitanes;chutes_no_gol_casa;chutes_no_gol_visitante;chutes_fora_do_gol_casa;chutes_fora_do_gol_visitante;faltas_time_casa;faltas_time_visitante;posse_de_bola_casa;posse_de_bola_visitante;liga;qtd_torcedores;mes;dia;ano;key_home;key_away
brusque;ceara;0;2;2;10;1;0;0;0;0;19;12;7;5;12;7;12;17;64;36;brazilcopa;;9;17;2020;brusque_bra;ceara_bra
juventude;crb;2;0;2;5;8;0;0;0;0;11;13;5;6;6;7;12;14;50;50;brazilgaucho;;9;17;2020;juventude_bra;crb_bra
botafogo;vascodagama;1;0;1;4;1;2;0;1;0;13;11;5;3;8;8;24;14;49;51;brazilcarioca;;9;17;2020;botafogo_bra;vascodagama_bra
crb;juventude;1;0;1;4;4;2;0;3;0;15;5;4;3;11;2;26;20;60;40;brazilserie;;9;22;2020;crb_bra;juventude_bra
americamineiro;pontepreta;3;1;4;5;3;2;0;3;0;17;11;5;6;12;5;17;23;51;49;brazilserie;;9;23;2020;americamineiro_bra;pontepreta_bra
vascodagama;botafogo;0;0;0;8;1;5;0;3;0;13;13;5;2;8;11;13;19;58;42;brazilcarioca;;9;24;2020;vascodagama_bra;botafogo_bra
ceara;brusque;5;1;6;6;3;2;0;1;0;22;8;13;3;9;5;12;8;50;50;southamerica;;9;24;2020;ceara_bra;brusque_bra
atleticogo;fluminense;3;1;4;5;7;2;0;5;0;21;7;7;2;14;5;21;15;56;44;southamerica;;9;24;2020;atleticogo_bra;fluminense_bra
fortaleza;saopaulo;3;3;6;2;7;3;2;1;0;7;19;4;8;3;11;9;7;35;65;brazilcopa;;10;14;2020;fortaleza_bra;saopaulo_bra
saopaulo;fortaleza;2;2;4;6;3;0;0;0;0;16;9;6;7;10;2;9;4;55;45;brazilpaulista;;10;25;2020;saopaulo_bra;fortaleza_bra
botafogo;cuiaba;0;1;1;10;2;1;0;3;0;24;8;7;3;17;5;13;21;68;32;brazilcarioca;;10;28;2020;botafogo_bra;cuiaba_bra
santos;ceara;0;0;0;6;7;4;1;4;0;15;17;5;3;10;14;9;21;48;52;brazilcopa;;10;28;2020;santos_bra;ceara_bra
atleticogo;internacional;1;2;3;5;0;2;0;3;0;13;8;5;5;8;3;9;20;55;45;southamerica;;10;28;2020;atleticogo_bra;internacional_bra
atleticopr;flamengo;0;1;1;10;8;0;0;2;0;12;9;5;3;7;6;12;19;53;47;southamerica;;10;29;2020;atleticopr_bra;flamengo_bra
corinthians;americamineiro;0;1;1;7;0;3;0;2;0;15;9;4;3;11;6;16;17;63;37;brazilcopa;;10;29;2020;corinthians_bra;americamineiro_bra
bragantino;palmeiras;1;3;4;12;2;3;0;3;0;21;10;5;5;16;5;14;15;62;38;brazilpaulista;;10;29;2020;bragantino_bra;palmeiras_bra
gremio;juventude;1;0;1;4;3;0;0;1;0;10;9;4;2;6;7;11;25;54;46;brazilgaucho;;10;30;2020;gremio_bra;juventude_bra
cuiaba;botafogo;0;0;0;4;8;4;0;2;0;8;21;3;4;5;17;15;13;33;67;brazilserie;;11;3;2020;cuiaba_bra;botafogo_bra
internacional;atleticogo;2;1;3;1;6;2;0;2;0;12;10;6;3;6;7;23;7;52;48;southamerica;;11;4;2020;internacional_bra;atleticogo_bra
ceara;santos;1;0;1;8;3;3;0;2;1;15;14;6;2;9;12;18;9;45;55;southamerica;;11;4;2020;ceara_bra;santos_bra
flamengo;atleticopr;3;2;5;1;5;2;0;2;0;11;7;7;4;4;3;9;12;56;44;southamerica;;11;5;2020;flamengo_bra;atleticopr_bra
americamineiro;corinthians;1;1;2;6;8;1;0;4;0;19;10;8;4;11;6;9;16;45;55;brazilserie;;11;5;2020;americamineiro_bra;corinthians_bra
palmeiras;bragantino;1;0;1;2;5;0;0;1;1;13;11;2;3;11;8;10;14;46;54;southamerica;;11;5;2020;palmeiras_bra;bragantino_bra
juventude;gremio;0;1;1;3;2;1;0;1;0;13;11;6;7;7;4;14;15;60;40;brazilgaucho;;11;6;2020;juventude_bra;gremio_bra
palmeiras;ceara;3;0;3;3;2;2;0;2;0;12;4;5;2;7;2;14;12;45;55;southamerica;;11;11;2020;palmeiras_bra;ceara_bra
cuiaba;gremio;1;2;3;6;9;-1;-1;-1;-1;6;3;4;3;2;0;-1;-1;42;58;brazilserie;;11;11;2020;cuiaba_bra;gremio_bra
flamengo;saopaulo;1;2;3;7;4;0;0;1;0;9;4;7;4;2;0;9;15;50;50;southamerica;;11;12;2020;flamengo_bra;saopaulo_bra
internacional;americamineiro;0;1;1;6;3;1;0;2;0;13;10;4;3;9;7;20;14;65;35;southamerica;;11;12;2020;internacional_bra;americamineiro_bra
gremio;cuiaba;2;0;2;4;5;0;0;1;0;15;10;9;0;6;10;13;11;56;44;brazilgaucho;;11;18;2020;gremio_bra;cuiaba_bra
ceara;palmeiras;2;2;4;8;1;5;1;3;0;9;5;10;6;-1;-1;7;16;58;42;southamerica;;11;18;2020;ceara_bra;palmeiras_bra
saopaulo;flamengo;3;0;3;3;9;0;0;1;0;7;14;7;6;0;8;18;14;34;66;brazilpaulista;;11;19;2020;saopaulo_bra;flamengo_bra
americamineiro;internacional;0;1;1;3;5;2;0;1;0;6;7;3;4;3;3;23;16;30;70;brazilserie;;11;19;2020;americamineiro_bra;internacional_bra
gremio;saopaulo;1;0;1;2;4;3;0;5;0;4;10;2;4;2;6;18;20;31;69;brazilgaucho;;12;24;2020;gremio_bra;saopaulo_bra
palmeiras;americamineiro;1;1;2;11;2;2;0;2;0;26;9;12;4;14;5;18;17;70;30;southamerica;;12;24;2020;palmeiras_bra;americamineiro_bra
saopaulo;gremio;0;0;0;10;3;3;0;2;0;13;8;5;2;8;6;23;15;69;31;brazilpaulista;;12;31;2020;saopaulo_bra;gremio_bra
americamineiro;palmeiras;0;2;2;3;3;2;0;2;0;11;11;3;5;8;6;10;13;47;53;brazilserie;;12;31;2020;americamineiro_bra;palmeiras_bra
lagarto;figueirense;0;0;0;6;1;2;0;3;0;13;7;3;2;10;5;-1;-1;63;37;brazilserie;;2;22;2022;lagarto_bra;figueirense_bra
urt;avai;1;1;2;9;8;5;0;6;0;20;11;10;5;10;6;-1;-1;52;48;brazilcopa;;2;22;2022;urt_bra;avai_bra
cascavelcr;pontepreta;1;0;1;7;2;-1;-1;-1;-1;15;8;11;4;4;4;-1;-1;57;43;brazilserie;;2;23;2022;cascavelcr_bra;pontepreta_bra
tuntum;voltaredonda;4;2;6;4;6;5;0;5;0;7;13;5;4;2;9;-1;-1;40;60;brazilcopa;;2;23;2022;tuntum_bra;voltaredonda_bra
azuriz;botafogosp;1;0;1;4;5;0;1;0;0;18;4;4;0;14;4;-1;-1;60;40;brazilserie;;2;23;2022;azuriz_bra;botafogosp_bra
asa;cuiaba;0;2;2;6;7;-1;-1;-1;-1;6;6;3;5;3;1;-1;-1;52;48;brazilserie;;2;23;2022;asa_bra;cuiaba_bra
salgueiro;santos;0;3;3;5;7;1;0;3;0;9;13;2;7;7;6;-1;-1;55;45;brazilcopa;;2;23;2022;salgueiro_bra;santos_bra
gloria;brasildepelotas;1;0;1;1;8;-1;-1;-1;-1;3;9;3;4;0;5;-1;-1;46;54;brazilcopa;;2;23;2022;gloria_bra;brasildepelotas_bra
tocantinopolis;nautico;1;0;1;0;11;-1;-1;-1;-1;4;6;2;0;2;6;-1;-1;34;66;brazilserie;;2;23;2022;tocantinopolis_bra;nautico_bra
atleticoalagoinhas;csa;1;1;2;6;3;-1;-1;-1;-1;20;16;8;10;12;6;-1;-1;49;51;brazilserie;;2;24;2022;atleticoalagoinhas_bra;csa_bra
sergipe;cruzeiro;0;5;5;2;3;2;0;0;0;12;17;8;10;4;7;-1;-1;37;63;brazilserie;;2;24;2022;sergipe_bra;cruzeiro_bra
humaita;brasiliense;2;2;4;4;6;-1;-1;-1;-1;12;11;6;9;6;2;-1;-1;53;47;brazilcopa;;2;24;2022;humaita_bra;brasiliense_bra
novaiguaçu;criciuma;0;0;0;6;3;4;0;3;0;10;4;5;0;5;4;-1;-1;58;42;brazilcarioca;;2;24;2022;novaiguaçu_bra;criciuma_bra
fluminensepi;oeste;2;0;2;4;8;2;0;1;0;14;12;5;2;9;10;-1;-1;50;50;brazilserie;;2;24;2022;fluminensepi_bra;oeste_bra
saoraimundoam;manaus;0;1;1;4;5;3;1;3;0;6;11;3;7;3;4;-1;-1;51;49;brazilserie;;2;24;2022;saoraimundoam_bra;manaus_bra
bahiadefeira;coritiba;2;5;7;7;4;1;0;6;0;19;22;7;11;12;11;-1;-1;52;48;brazilcopa;;2;24;2022;bahiadefeira_bra;coritiba_bra
campinense;saopaulo;0;0;0;0;4;2;0;2;0;8;10;3;5;5;5;11;19;31;69;brazilserie;;2;25;2022;campinense_bra;saopaulo_bra
icasa;tombense;0;0;0;4;1;3;1;6;0;8;9;6;5;2;4;-1;-1;56;44;brazilserie;;3;1;2022;icasa_bra;tombense_bra
cfrjmarica;guarani;0;1;1;2;5;3;0;2;0;11;8;5;3;6;5;-1;-1;41;59;brazilcopa;;3;1;2022;cfrjmarica_bra;guarani_bra
motoclubma;chapecoense;3;2;5;2;8;1;0;9;0;18;14;8;8;10;6;-1;-1;51;49;brazilserie;;3;1;2022;motoclubma_bra;chapecoense_bra
pousoalegre;parana;2;0;2;9;7;1;0;1;0;19;8;8;2;11;6;-1;-1;44;56;brazilcopa;;3;1;2022;pousoalegre_bra;parana_bra
mirassol;gremio;3;2;5;1;8;0;1;0;0;12;16;5;8;7;8;14;12;43;57;brazilcopa;;3;2;2022;mirassol_bra;gremio_bra
sousa;goias;1;1;2;13;3;-1;-1;-1;-1;13;13;4;9;9;4;-1;-1;50;50;brazilcopa;;3;2;2022;sousa_bra;goias_bra
ceilandia;londrina;2;0;2;4;2;3;0;1;0;22;9;11;4;11;5;-1;-1;47;53;brazilcopa;;3;2;2022;ceilandia_bra;londrina_bra
tunaluso;novorizontino;1;0;1;9;2;3;0;0;1;15;17;5;3;10;14;-1;-1;39;61;brazilserie;;3;2;2022;tunaluso_bra;novorizontino_bra
portovelho;juventude;1;2;3;-1;-1;2;0;1;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;brazilserie;;3;2;2022;portovelho_bra;juventude_bra
ceovoperario;sampaiocorrea;1;2;3;6;8;2;0;2;0;16;22;6;13;10;9;-1;-1;50;50;brazilserie;;3;2;2022;ceovoperario_bra;sampaiocorrea_bra
noroeste;operariopr;2;1;3;5;5;7;1;4;1;7;13;5;6;2;7;-1;-1;45;55;brazilserie;;3;2;2022;noroeste_bra;operariopr_bra
saoraimundorr;ceara;0;3;3;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;brazilserie;;3;2;2022;saoraimundorr_bra;ceara_bra
altos;sportrecife;1;0;1;7;4;6;0;4;0;12;7;3;0;9;7;-1;-1;56;44;brazilserie;;3;2;2022;altos_bra;sportrecife_bra
riobranco;vilanova;0;0;0;2;6;-1;-1;-1;-1;2;3;0;0;2;3;-1;-1;40;60;brazilserie;;3;2;2022;riobranco_bra;vilanova_bra
gremioanapolis;juazeirense;0;0;0;1;3;-1;-1;-1;-1;17;11;3;5;14;6;-1;-1;62;38;brazilserie;;3;2;2022;gremioanapolis_bra;juazeirense_bra
trem;paysandu;0;3;3;2;5;-1;-1;-1;-1;4;7;0;4;4;3;-1;-1;51;49;brazilserie;;3;2;2022;trem_bra;paysandu_bra
costarica;abc;0;3;3;3;2;-1;-1;-1;-1;9;15;2;9;7;6;-1;-1;45;55;internationalconcacaf;;3;3;2022;costarica_bra;abc_bra
ferroviaria;vascodagama;0;1;1;10;4;2;0;4;0;24;5;9;2;15;3;15;9;62;38;brazilcopa;;3;3;2022;ferroviaria_bra;vascodagama_bra
portuguesarj;crb;1;0;1;11;3;-1;-1;-1;-1;7;6;4;2;3;4;-1;-1;50;50;brazilcarioca;;3;3;2022;portuguesarj_bra;crb_bra
novavenecia;ferroviario;2;1;3;7;5;2;0;3;0;9;7;5;3;4;4;-1;-1;55;45;brazilcopa;;3;3;2022;novavenecia_bra;ferroviario_bra
uniaorondonopolis;atleticogo;0;3;3;7;4;1;0;2;0;10;9;4;8;6;1;-1;-1;43;57;brazilcopa;;3;3;2022;uniaorondonopolis_bra;atleticogo_bra
castanhal;vitoria;1;1;2;5;3;2;2;5;0;11;10;4;3;7;7;-1;-1;51;49;brazilserie;;3;3;2022;castanhal_bra;vitoria_bra
globo;internacional;2;0;2;2;1;4;0;4;0;10;10;6;3;4;7;17;17;33;67;brazilserie;;3;4;2022;globo_bra;internacional_bra
fluminensepi;santos;1;1;2;3;8;0;0;0;0;17;9;4;4;13;5;11;13;48;52;brazilserie;;3;9;2022;fluminensepi_bra;santos_bra
figueirense;cuiaba;2;2;4;8;4;-1;-1;-1;-1;12;9;7;3;5;6;-1;-1;58;42;southamerica;;3;9;2022;figueirense_bra;cuiaba_bra
azuriz;mirassol;1;0;1;2;8;3;0;2;0;10;15;8;7;2;8;-1;-1;38;62;brazilserie;;3;9;2022;azuriz_bra;mirassol_bra
juazeirense;vascodagama;1;1;2;7;4;3;0;2;0;18;9;10;4;8;5;14;17;57;43;brazilcopa;;3;10;2022;juazeirense_bra;vascodagama_bra
pousoalegre;coritiba;1;1;2;3;4;-1;-1;-1;-1;12;16;5;4;7;12;-1;-1;44;56;brazilcopa;;3;11;2022;pousoalegre_bra;coritiba_bra
avai;ceilandia;1;2;3;3;4;1;2;5;1;16;8;5;5;11;3;-1;-1;55;45;brazilcopa;;3;11;2022;avai_bra;ceilandia_bra
portuguesarj;sampaiocorrea;2;0;2;5;5;4;0;2;0;10;11;3;2;7;9;-1;-1;44;56;brazilcarioca;;3;15;2022;portuguesarj_bra;sampaiocorrea_bra
atleticogo;novavenecia;2;1;3;10;1;2;0;2;0;12;5;3;3;9;2;-1;-1;49;51;southamerica;;3;15;2022;atleticogo_bra;novavenecia_bra
guarani;vilanova;2;2;4;7;6;-1;-1;-1;-1;16;9;5;4;11;5;-1;-1;56;44;southamerica;;3;16;2022;guarani_bra;vilanova_bra
ceara;tunaluso;2;0;2;6;0;3;0;3;0;24;3;9;2;15;1;-1;-1;67;33;southamerica;;3;16;2022;ceara_bra;tunaluso_bra
abc;altos;1;1;2;5;7;6;0;3;0;7;14;4;7;3;7;-1;-1;41;59;brazilcopa;;3;16;2022;abc_bra;altos_bra
motoclubma;tombense;1;1;2;0;4;2;0;3;0;10;9;3;4;7;5;-1;-1;48;52;brazilserie;;3;16;2022;motoclubma_bra;tombense_bra
tuntum;cruzeiro;0;3;3;4;3;0;0;0;1;19;10;7;6;12;4;-1;-1;44;56;brazilcopa;;3;16;2022;tuntum_bra;cruzeiro_bra
globo;brasiliense;1;1;2;10;4;-1;-1;-1;-1;7;9;4;3;3;6;-1;-1;56;44;brazilserie;;3;16;2022;globo_bra;brasiliense_bra
tocantinopolis;cascavelcr;2;0;2;3;9;-1;-1;-1;-1;7;14;3;5;4;9;-1;-1;35;65;brazilserie;;3;16;2022;tocantinopolis_bra;cascavelcr_bra
csa;paysandu;4;1;5;8;6;1;0;4;0;22;15;11;8;11;7;-1;-1;63;37;brazilcopa;;3;17;2022;csa_bra;paysandu_bra
saopaulo;manaus;2;0;2;9;2;0;0;0;0;17;6;7;0;10;6;14;10;71;29;brazilpaulista;;3;17;2022;saopaulo_bra;manaus_bra
noroeste;juventude;0;1;1;9;1;1;0;1;0;19;8;7;5;12;3;-1;-1;52;48;brazilserie;;3;17;2022;noroeste_bra;juventude_bra
goias;criciuma;1;0;1;5;4;-1;-1;-1;-1;17;9;6;2;11;7;-1;-1;55;45;brazilcopa;;3;18;2022;goias_bra;criciuma_bra
vitoria;gloria;2;0;2;7;2;-1;-1;-1;-1;11;4;6;3;5;1;-1;-1;63;37;southamerica;;3;24;2022;vitoria_bra;gloria_bra
csa;americamineiro;0;3;3;3;7;-1;-1;-1;-1;16;10;3;5;13;5;-1;-1;50;50;brazilcopa;;4;19;2022;csa_bra;americamineiro_bra
bahia;azuriz;0;0;0;10;1;-1;-1;-1;-1;21;6;9;0;12;6;-1;-1;50;50;southamerica;;4;19;2022;bahia_bra;azuriz_bra
fluminense;vilanova;3;2;5;7;7;3;0;4;0;8;7;5;4;3;3;20;14;68;32;brazilcopa;;4;20;2022;fluminense_bra;vilanova_bra
remo;cruzeiro;2;1;3;5;2;3;0;4;0;3;2;3;2;0;0;16;14;39;61;brazilserie;;4;20;2022;remo_bra;cruzeiro_bra
goias;bragantino;1;2;3;1;5;-1;-1;-1;-1;12;11;5;5;7;6;-1;-1;50;50;brazilcopa;;4;20;2022;goias_bra;bragantino_bra
atleticomineiro;brasiliense;3;0;3;7;3;1;0;1;0;24;3;10;0;14;3;12;8;79;21;brazilmineiro;;4;20;2022;atleticomineiro_bra;brasiliense_bra
fortaleza;vitoria;3;0;3;8;2;-1;-1;-1;-1;17;7;8;3;9;4;-1;-1;50;50;brazilcopa;;4;20;2022;fortaleza_bra;vitoria_bra
tocantinopolis;atleticopr;2;5;7;6;7;-1;-1;-1;-1;14;21;8;11;6;10;-1;-1;50;50;brazilserie;;4;20;2022;tocantinopolis_bra;atleticopr_bra
juventude;saopaulo;2;2;4;3;6;3;0;3;0;12;13;6;5;6;8;24;17;39;61;brazilgaucho;;4;20;2022;juventude_bra;saopaulo_bra
coritiba;santos;1;0;1;9;5;4;0;3;0;17;3;8;0;9;3;15;20;44;56;brazilcopa;;4;20;2022;coritiba_bra;santos_bra
tombense;ceara;0;2;2;5;7;3;0;2;1;15;11;5;7;10;4;-1;-1;50;50;brazilmineiro;;4;21;2022;tombense_bra;ceara_bra
portuguesarj;corinthians;1;1;2;4;4;0;0;0;0;9;15;2;4;7;11;11;10;37;63;brazilcarioca;;4;21;2022;portuguesarj_bra;corinthians_bra
ceilandia;botafogo;0;3;3;1;11;0;0;0;0;8;24;3;13;5;11;18;7;37;63;brazilcopa;;4;21;2022;ceilandia_bra;botafogo_bra
atleticogo;cuiaba;1;1;2;6;4;-1;-1;-1;-1;8;7;7;5;1;2;-1;-1;50;50;southamerica;;4;22;2022;atleticogo_bra;cuiaba_bra
palmeiras;juazeirense;2;1;3;8;0;0;0;0;0;10;5;4;3;6;2;11;9;74;26;southamerica;;5;1;2022;palmeiras_bra;juazeirense_bra
altos;flamengo;1;2;3;1;8;2;0;0;0;4;9;2;4;2;5;16;14;34;66;brazilserie;;5;1;2022;altos_bra;flamengo_bra
americamineiro;csa;2;0;2;2;2;-1;-1;-1;-1;15;11;10;4;5;7;-1;-1;50;50;brazilserie;;5;10;2022;americamineiro_bra;csa_bra
azuriz;bahia;1;1;2;4;4;-1;-1;-1;-1;10;20;4;9;6;11;-1;-1;50;50;brazilserie;;5;10;2022;azuriz_bra;bahia_bra
atleticopr;tocantinopolis;4;0;4;13;3;-1;-1;-1;-1;18;6;10;3;8;3;-1;-1;50;50;southamerica;;5;11;2022;atleticopr_bra;tocantinopolis_bra
ceara;tombense;2;0;2;4;1;-1;-1;-1;-1;14;7;5;2;9;5;-1;-1;50;50;southamerica;;5;11;2022;ceara_bra;tombense_bra
juazeirense;palmeiras;1;2;3;0;9;1;0;0;0;3;18;2;8;1;10;11;7;31;69;brazilcopa;;5;11;2022;juazeirense_bra;palmeiras_bra
flamengo;altos;2;0;2;5;3;2;0;2;0;10;10;4;5;6;5;15;13;64;36;southamerica;;5;11;2022;flamengo_bra;altos_bra
vilanova;fluminense;0;2;2;3;4;3;0;3;0;20;8;4;3;16;5;11;19;46;54;brazilserie;;5;12;2022;vilanova_bra;fluminense_bra
corinthians;portuguesarj;2;0;2;6;2;0;0;0;0;16;7;6;3;10;4;14;13;64;36;brazilcopa;;5;12;2022;corinthians_bra;portuguesarj_bra
cuiaba;atleticogo;0;0;0;0;8;0;0;0;0;2;9;0;3;2;6;11;14;40;60;brazilserie;;5;12;2022;cuiaba_bra;atleticogo_bra
vitoria;fortaleza;0;1;1;2;4;-1;-1;-1;-1;13;13;2;3;11;10;-1;-1;50;50;southamerica;;5;12;2022;vitoria_bra;fortaleza_bra
saopaulo;juventude;2;0;2;5;4;4;0;1;0;10;11;5;3;5;8;17;11;46;54;brazilpaulista;;5;12;2022;saopaulo_bra;juventude_bra
cruzeiro;remo;1;0;1;7;0;0;0;0;0;21;5;10;3;11;2;18;17;63;37;southamerica;;5;12;2022;cruzeiro_bra;remo_bra
botafogo;ceilandia;3;0;3;1;0;2;0;0;0;11;9;6;6;5;3;13;12;70;30;brazilcarioca;;5;13;2022;botafogo_bra;ceilandia_bra
santos;coritiba;3;0;3;4;2;1;0;5;0;20;7;8;0;12;7;6;17;57;43;brazilcopa;;5;13;2022;santos_bra;coritiba_bra
brasiliense;atleticomineiro;0;1;1;3;3;1;0;0;0;2;10;2;6;0;4;9;14;29;71;brazilserie;;5;22;2022;brasiliense_bra;atleticomineiro_bra
bragantino;goias;0;1;1;12;4;2;0;3;0;19;8;5;4;14;4;15;9;63;37;brazilpaulista;;6;1;2022;bragantino_bra;goias_bra
atleticogo;goias;0;0;0;17;5;4;0;3;0;18;13;7;3;11;10;8;14;65;35;southamerica;;6;22;2022;atleticogo_bra;goias_bra
bahia;atleticopr;1;2;3;5;3;4;0;2;0;19;11;5;6;14;5;-1;-1;50;50;southamerica;;6;22;2022;bahia_bra;atleticopr_bra
fortaleza;ceara;2;0;2;9;6;4;0;5;0;17;14;8;6;9;8;-1;-1;50;50;brazilcopa;;6;22;2022;fortaleza_bra;ceara_bra
corinthians;santos;4;0;4;9;4;0;0;4;1;14;7;9;2;5;5;-1;-1;50;50;brazilcopa;;6;23;2022;corinthians_bra;santos_bra
atleticomineiro;flamengo;2;1;3;3;6;2;0;3;0;8;11;5;3;3;8;-1;-1;50;50;brazilmineiro;;6;23;2022;atleticomineiro_bra;flamengo_bra
fluminense;cruzeiro;2;1;3;8;3;3;0;4;1;33;6;10;2;23;4;13;11;69;31;brazilcopa;;6;23;2022;fluminense_bra;cruzeiro_bra
saopaulo;palmeiras;1;0;1;4;1;2;0;3;0;14;6;5;0;9;6;13;4;45;55;brazilpaulista;;6;23;2022;saopaulo_bra;palmeiras_bra
americamineiro;botafogo;3;0;3;8;5;2;0;1;0;19;21;8;6;11;15;16;6;45;55;brazilserie;;6;30;2022;americamineiro_bra;botafogo_bra
atleticopr;bahia;2;1;3;7;5;1;0;2;0;14;8;3;3;11;5;-1;-1;50;50;southamerica;;7;12;2022;atleticopr_bra;bahia_bra
cruzeiro;fluminense;0;3;3;4;5;3;0;3;0;17;12;7;7;10;5;-1;-1;50;50;southamerica;;7;13;2022;cruzeiro_bra;fluminense_bra
goias;atleticogo;0;3;3;6;4;3;0;3;0;12;13;5;6;7;7;19;12;39;61;brazilcopa;;7;13;2022;goias_bra;atleticogo_bra
ceara;fortaleza;1;0;1;5;4;2;0;5;0;11;10;4;5;7;5;14;25;66;34;southamerica;;7;13;2022;ceara_bra;fortaleza_bra
santos;corinthians;1;0;1;6;1;2;0;3;0;9;5;4;0;5;5;12;6;58;42;brazilcopa;;7;14;2022;santos_bra;corinthians_bra
flamengo;atleticomineiro;2;0;2;4;5;3;0;3;1;17;6;10;0;7;6;17;14;48;52;southamerica;;7;14;2022;flamengo_bra;atleticomineiro_bra
palmeiras;saopaulo;2;1;3;13;5;3;0;5;0;19;10;9;3;10;7;12;16;42;58;southamerica;;7;14;2022;palmeiras_bra;saopaulo_bra
botafogo;americamineiro;0;2;2;6;3;3;0;2;0;29;11;11;6;18;5;14;13;59;41;brazilcarioca;;7;15;2022;botafogo_bra;americamineiro_bra
atleticogo;corinthians;2;0;2;4;7;1;0;0;0;8;9;5;2;3;7;7;12;39;61;southamerica;12089;7;28;2022;atleticogo_bra;corinthians_bra
flamengo;atleticopr;0;0;0;7;3;4;1;5;0;25;5;8;0;17;5;13;20;74;26;southamerica;;7;28;2022;flamengo_bra;atleticopr_bra
saopaulo;americamineiro;1;0;1;5;4;5;0;2;0;11;4;6;0;5;4;10;14;59;41;brazilpaulista;;7;28;2022;saopaulo_bra;americamineiro_bra
fortaleza;fluminense;0;1;1;7;3;3;0;1;0;12;12;5;5;7;7;22;11;38;62;brazilcopa;;7;28;2022;fortaleza_bra;fluminense_bra
fluminense;fortaleza;2;2;4;9;3;3;0;2;0;15;14;8;6;7;8;8;12;71;29;brazilcopa;60833;8;17;2022;fluminense_bra;fortaleza_bra
corinthians;atleticogo;4;1;5;7;2;5;0;1;0;16;10;10;4;6;6;9;12;59;41;brazilcopa;;8;18;2022;corinthians_bra;atleticogo_bra
atleticopr;flamengo;0;1;1;7;4;4;0;1;0;10;14;2;7;8;7;18;6;37;63;southamerica;39360;8;18;2022;atleticopr_bra;flamengo_bra
americamineiro;saopaulo;2;2;4;4;1;6;0;3;1;13;9;5;5;8;4;15;10;55;45;brazilserie;;8;19;2022;americamineiro_bra;saopaulo_bra
fluminense;corinthians;2;2;4;6;5;1;0;3;0;16;11;7;4;9;7;6;13;64;36;brazilcopa;;8;24;2022;fluminense_bra;corinthians_bra
saopaulo;flamengo;1;3;4;17;2;0;0;1;0;22;7;5;4;17;3;14;9;53;47;brazilpaulista;;8;25;2022;saopaulo_bra;flamengo_bra
flamengo;saopaulo;1;0;1;7;6;1;0;2;0;11;16;6;7;5;9;12;13;45;55;southamerica;62977;9;15;2022;flamengo_bra;saopaulo_bra
corinthians;fluminense;3;0;3;5;10;0;0;1;0;18;11;8;5;10;6;10;9;37;63;brazilcopa;45558;9;15;2022;corinthians_bra;fluminense_bra
itabaiana;bahiadefeira;1;1;2;10;0;1;0;4;1;24;5;11;2;13;3;-1;-1;69;31;brazilcopa;;10;12;2021;itabaiana_bra;bahiadefeira_bra
treze;floresta;1;3;4;4;4;3;0;2;0;10;9;4;8;6;1;-1;-1;57;43;brazilcopa;;10;13;2021;treze_bra;floresta_bra
juazeirense;central;1;0;1;8;6;2;0;3;0;13;4;5;2;8;2;-1;-1;54;46;brazilcopa;;10;13;2021;juazeirense_bra;central_bra
motoclubma;retro;3;2;5;6;6;1;1;0;1;14;15;6;6;8;9;-1;-1;51;49;brazilserie;;10;13;2021;motoclubma_bra;retro_bra
jacuipense;uniclinic;1;0;1;9;2;-1;-1;-1;-1;15;10;7;7;8;3;-1;-1;54;46;brazilserie;;10;13;2021;jacuipense_bra;uniclinic_bra
asa;sousa;1;2;3;3;5;3;0;4;0;10;9;3;5;7;4;-1;-1;56;44;brazilserie;;10;14;2021;asa_bra;sousa_bra
river;lagarto;5;0;5;6;2;1;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;brazilcopa;;10;16;2021;river_bra;lagarto_bra
imperatriz;fluminensepi;1;1;2;4;5;3;0;1;0;12;19;4;5;8;14;-1;-1;49;51;brazilcopa;;10;16;2021;imperatriz_bra;fluminensepi_bra
confiança;sousa;1;1;2;13;1;4;0;5;0;19;5;7;3;12;2;-1;-1;73;27;brazilserie;;10;19;2021;confiança_bra;sousa_bra
ferroviario;juazeirense;4;0;4;6;3;3;0;3;0;14;6;7;0;7;6;-1;-1;47;53;brazilcopa;;10;20;2021;ferroviario_bra;juazeirense_bra
vitoria;itabaiana;3;0;3;7;2;0;0;4;0;27;7;10;0;17;7;-1;-1;55;45;southamerica;;10;20;2021;vitoria_bra;itabaiana_bra
santacruz;floresta;3;3;6;7;4;3;0;2;0;14;13;5;5;9;8;-1;-1;57;43;brazilcopa;;10;20;2021;santacruz_bra;floresta_bra
